Име,Опис,Линк до слика на продукт,Достапни величини,Достапни бои,Линк до продукт,Цена,Намалена цена,Валута,Категорија
Park Avenue Jacket 1107743,"Јакна
Водоотпорна и ветероотпорна
Водоотпорност: 10.000 mm
Дишливост: 6.000 > g/m²/24h
Робусна и добро поставена и полнета со синтетичко полнење",https://www.scout.mk/wp-content/uploads/2022/10/1107743_1010_A020-600x600.png,"m, m","black, green",https://www.scout.mk/product/park-avenue-jacket-1107743/,14990,14990,МКД,zenski
PEDROC 3 W,"Функционална Панталони
Изработени од многу лесен и растеглив софтшел материал, кој е водообивен и издржлив на абразија и не развива миризба при потење",https://www.scout.mk/wp-content/uploads/2021/04/26956-311-600x600.jpg,"34, 36","black, black",https://www.scout.mk/product/pedroc-3-dst-w-26956/,7190,7190,МКД,zenski
PEDROC 4 PANTS W,"Функционална Панталони
Изработени од многу лесен и растеглив софтшел материал, кој е водообивен и издржлив на абразија и не развива миризба при потење",https://www.scout.mk/wp-content/uploads/2023/05/28594-910-600x600.png,"34, 36, 38","black, black, black",https://www.scout.mk/product/pedroc-4-dst-w-reg-pants-28594/,7790,7790,МКД,zenski
Pocketshell Jkt Q57,Лесна заштита за сите временски услови лесно се пакува штити од ветар и лесен дожд,https://www.scout.mk/wp-content/uploads/2024/03/Q57638638-600x600.jpg,"l, m, s","turquoise, turquoise, turquoise",https://www.scout.mk/product/pocketshell-jkt-q57/,11390,11390,МКД,zenski
PUEZ AQUA 3 PTX W,"Хардшел Jакна
Водоотпорна и ветероотпорна
Водоотпорност: 10.000 mm
Дишливост: 10.000 > g/m²/24h",https://www.scout.mk/wp-content/uploads/2021/04/24546-1832-600x600.jpg,42,red,https://www.scout.mk/product/puez-aqua-3-ptx-w-jkt-24546-2/,6690,6690,МКД,zenski
PUEZ AQUA 4 PTX W 2.5L,"Женска лесна, водоотпорна и дишлива 2.5 слојна јакна за планинарење со Powertex мембрана Водоотпорност: 10.000 mm
Дишливост: 10.000 > g/m²/24h",https://www.scout.mk/wp-content/uploads/2023/05/28616-396036-600x600.png,"36, 38, 40","navy, navy, navy",https://www.scout.mk/product/puez-aqua-4-ptx-2-5l-w-jacket-28616/,9090,9090,МКД,zenski
PUEZ DOLOMITIC PANTS W,"Панталони
Ветероотпорни, водоодбивни
Изработени од топол и дишлив стреч материјал",https://www.scout.mk/wp-content/uploads/2022/03/27230-0910-600x600.jpg,40,black,https://www.scout.mk/product/puez-dolomitic-dst-w-reg-pnt-27230-2/,7590,7590,МКД,zenski
PUEZ MELANGE DRY W,"Функционална Маица
Изработена од многу лесен и растеглив материал, кој не развива миризба при потење",https://www.scout.mk/wp-content/uploads/2021/04/26538-1836-600x600.jpg,"36, 40","navy, pink",https://www.scout.mk/product/puez-melange-dry-w-26538/,2390,2390,МКД,zenski
PUEZ PL JACKET W,"Лесен флис за одлична термичка изолција, дишлив и брзо се суши и се компресира.",https://www.scout.mk/wp-content/uploads/2024/01/28479-302036-600x600.jpg,"36, 40","blue, blue",https://www.scout.mk/product/puez-pl-jkt-w-28479/,6490,6490,МКД,zenski
QUESTRA V W,"Панталони од софтшел ткаена со топла подлога, појачани на колена, издржлив водоотпорен финиш, отпорен на ветер, со еластичен струк и повеќе џебови",https://www.scout.mk/wp-content/uploads/2023/12/RWJ290_0FP_P_1-600x600.jpg,"12, 14, 14, 16, 16, 18, 18","black, black, gray, gray, navy, navy, navy",https://www.scout.mk/product/questra-v-w-rwj290/,5890,5890,МКД,zenski
ROMINE,"Градска јакна, водоотпорна ткаенина 5000mm, залепени шевови, издржлив водоотпорен финиш, термогард изолација",https://www.scout.mk/wp-content/uploads/2022/10/RWP351_0GE_P_1-600x600.jpg,"10, 12, 16, 18, 20","navy, navy, navy, navy, navy",https://www.scout.mk/product/romine-rwp351/,8590,8590,МКД,zenski
RUN VISIBLE TIGHT W,Хеланки за трчање удобни и дишливи со рефлектирачки детали за подобра видливост навечер,https://www.scout.mk/wp-content/uploads/2023/09/221558_044_MF_Run_Visible_Tight-600x600.png,"l, m","gray, gray",https://www.scout.mk/product/run-visible-tight-w-221558-044/,5490,5490,МКД,zenski
SABINKA,"Градска јакна, водоотпорна ткаенина Hydrafort 100% , залепени шевови, издржлив водоотпорен финиш, термогард изолација",https://www.scout.mk/wp-content/uploads/2022/10/RWP352_3JA_P_1-600x600.jpg,14,black,https://www.scout.mk/product/sabinka-rwp352/,8590,8590,МКД,zenski
SASKIA,"Материјал:
PrimaLoft® Gold
Карактеристики:
TOUCH-TEC
Силиконски грип",https://www.scout.mk/wp-content/uploads/2022/12/4835101-7702-600x600.jpg,"6-5, 7, 7-5, 8","black, black, black, black",https://www.scout.mk/product/saskia/,2690,2690,МКД,zenski
Seneca Iii Hd W MIV9175,"Флис
Изработен од стреч материјал со лесна до средна топлотна изолација",https://www.scout.mk/wp-content/uploads/2021/11/miv9175-9544-600x600.jpg,"m, s","blue, blue",https://www.scout.mk/product/seneca-iii-hd-w-miv9175/,7790,7790,МКД,zenski
Seneca Jkt W MIV9488,"Флис
Изработен од стреч материјал со лесна до средна топлотна изолацијаДишлив и отпорен на триење",https://www.scout.mk/wp-content/uploads/2022/10/miv9488-9546-600x600.jpg,"l, l, l, m, m, m, s, s","navy, navy, navy, pink, pink, pink, pink, pink",https://www.scout.mk/product/seneca-jkt-w-miv9488/,7790,7790,МКД,zenski
SOLID DRY W,"Функционална Маица
Изработена од многу лесен и растеглив материјал, кој не развива миризба при потење
Комбинација: 85% полиестер, 15% памук",https://www.scout.mk/wp-content/uploads/2021/04/27019-6385-600x600.jpg,36,pink,https://www.scout.mk/product/solid-dry-w-27019/,2390,2390,МКД,zenski
Stina Jacket F89234,"Удобна, практична секојдневна јакна изработена од издржливи G-1000 Original и G-1000 Lite. Фиксна капуљача, два странични џебови. Со нанесување на восок од програмата на Fjallraven станува водоотпорна.",https://www.scout.mk/wp-content/uploads/2024/03/Stina_Jacket_W_89234-243_A_MAIN_FJR-2-600x600.png,l,orange,https://www.scout.mk/product/stina-jacket-f89234/,13590,13590,МКД,zenski
Stina Trousers F84775,Удобни панталони со растегливи делови и заострени ногавици.,https://www.scout.mk/wp-content/uploads/2024/03/Stina_Trousers_W_84775-232_A_MAIN_FJR-6-600x600.png,"36, 38, 42","black, black, brown",https://www.scout.mk/product/stina-trousers-f84775/,9990,9990,МКД,zenski
Stormy Point 2L Jkt W 1111202,"Хардшел Jакна
Водоотпорна и ветероотпорна
Водоотпорност: 10.000 mm
Дишливост: 6.000 > g/m²/24h",https://www.scout.mk/wp-content/uploads/2023/05/1111202_1010_A020.tif-600x600.png,"m, m, m","navy, orange, red",https://www.scout.mk/product/stormy-point-2l-jkt-w-1111202/,7390,7390,МКД,zenski
SUDDEN SHORT W,Ултра лесен шорц за трчање и други спортски активности,https://www.scout.mk/wp-content/uploads/2025/04/Q58644643.jpeg,"l, m, s, xs","blue, blue, blue, blue",https://www.scout.mk/product/sudden-short-w/,3090,3090,МКД,zenski
SWEETHART,"Женска блуза халф зип поларна, флис",https://www.scout.mk/wp-content/uploads/2025/02/RWA027_1QA_P_A-3-600x600.jpg,"10, 10, 10, 10, 10, 10, 12, 12, 12, 12, 12, 12, 12, 14, 14, 14, 14, 14, 14, 16, 16, 16, 16, 8","blue, blue, blue, blue, bordeaux, bordeaux, grey, grey, grey, grey, orange, orange, orange, orange, orange, pink, stilston, stilston, stilston, stilston, stilston, turquoise, turquoise, turquoise",https://www.scout.mk/product/sweethart/,1790,1790,МКД,zenski
SWEETNESS B/W II,"Елек флис
Изработен од лесен стреч материјал со лесна топлотна изолација",https://www.scout.mk/wp-content/uploads/2023/05/RWB053_3EA_P_1-600x600.jpg,"10, 10, 10, 12, 12, 12, 12, 12, 14, 14, 14, 16, 16, 16, 16, 16, 18, 18, 20, 20","black, black, black, blue, bordeaux, bordeaux, bordeaux, bordeaux, bordeaux, bordeaux, navy, navy, navy, navy, navy, navy, navy, turquoise, turquoise, turquoise",https://www.scout.mk/product/sweetness-b-w-ii-rwb053/,1790,1790,МКД,zenski
Taiss SO Pants Women 1021-00880,"Панталони погодни за различни аутдор активности, Дишливи,ветроодбивни од растеглив материјал отпорни на триење",https://www.scout.mk/wp-content/uploads/2023/12/1021-00880-5118-600x600.jpg,"36, 42","navy, navy",https://www.scout.mk/product/taiss-so-pants-women-1021-00880/,11290,11290,МКД,zenski
TAUNUS HZ W,"Женска поларна блуза, халф зип",https://www.scout.mk/wp-content/uploads/2025/02/1709532-A0029.jpg,"l, l, m, s, s","grey, grey, red, red, red",https://www.scout.mk/product/taunus-hz-w/,3690,3690,МКД,zenski
Tech T W 1807122,"Мултифункционална техничка маица, изработена од вештачки брзосушечки материјал за поудобни спортски ативности",https://www.scout.mk/wp-content/uploads/2023/05/1807122_1010_A020-600x600.png,"m, s, xl","navy, navy, orange",https://www.scout.mk/product/tech-t-w-1807122/,2190,2190,МКД,zenski
TEMPELHOF COAT W,"Женска зимска јакна
Топлинска изолација, ветероотпорна",https://www.scout.mk/wp-content/uploads/2025/02/A60202.jpg,"l, s","grey, grey",https://www.scout.mk/product/tempelhof-coat-w/,15390,15390,МКД,zenski
TEMPELHOF COAT W A60202,"TEMPELHOF COAT W е комбинација на стил, удобност и функционалност за модерни жени. Со целосна заштита од временските услови, модерен стил и лесна PRIMALOFT изолација, TEMPELHOF COAT е идеална за меѓу сезони сезони или зими во поумерена клима.",https://www.scout.mk/wp-content/uploads/woocommerce-placeholder.png,"l, m","black, black",https://www.scout.mk/product/tempelhof-coat-w-a60202/,15390,15390,МКД,zenski
TERMINAL PANTS W,"Панталони
Ветероотпорни, водоодбивни
Изработени од топол и дишлив стреч материјал",https://www.scout.mk/wp-content/uploads/2020/11/27930-911-600x600.jpg,36,black,https://www.scout.mk/product/terminal-dst-w-pnt-27930/,8990,8990,МКД,zenski
Timing Short W Q13,Ултра лесен шорц за трчање и други спортски активности,https://www.scout.mk/wp-content/uploads/2022/04/Q13624625-600x600.jpg,"l, m, m, s","black, black, black, turquoise",https://www.scout.mk/product/timing-short-w-q13/,5590,5590,МКД,zenski
Tracer Tank Q52,Удобна функционална маица без ракави со технологија која природно го регулира мирисот и ја отстранува влагата.,https://www.scout.mk/wp-content/uploads/2024/03/Q52323323-600x600.jpg,"l, m, s","red, red, turquoise",https://www.scout.mk/product/tracer-tank-q52/,2790,2790,МКД,zenski
Travellers MT Hat F84766,"Лесна, капа на преклопување. Погодна за пешачење и патување во сончеви денови",https://www.scout.mk/wp-content/uploads/2023/12/Travellers_MT_Hat_84766-030_A_MAIN_FJR-2-600x600.png,m,blue,https://www.scout.mk/product/travellers-mt-hat-f84766/,3390,3390,МКД,zenski
Trekker Tight W MIV9081,"Функционални Панталони
Изработени од многу лесен материал, растегливи и дишливи идеални за планинарење",https://www.scout.mk/wp-content/uploads/2022/04/miv9081-7317-600x600.jpg,38,navy,https://www.scout.mk/product/trekker-tight-w-miv9081/,6490,6490,МКД,zenski
Tribeni Hoodie W MIV9495,"Топол флис
Дополнителна водоодбивна заштита на капуљачата и рамењата",https://www.scout.mk/wp-content/uploads/2022/10/miv9495-9728-600x600.jpg,l,violet,https://www.scout.mk/product/tribeni-hoodie-w-miv9495/,7790,7790,МКД,zenski
Tribeni Ii Hoodie W MIV9174,"Топол флис
Дополнителна водоодбивна заштита на капуљачата и рамењата",https://www.scout.mk/wp-content/uploads/2021/12/miv9174-9596-600x600.jpg,s,red,https://www.scout.mk/product/tribeni-ii-hoodie-w-miv9174/,7790,7790,МКД,zenski
Ultimate Comfort SO Hooded Jacket Women 1011-01960,"Софтшел јакнаВодоодбивна, ветроодбивна од растеглив материјал дишливост 10,000 g/m²/24h погодназа секаков вид на Outdoor активности",https://www.scout.mk/wp-content/uploads/2022/12/1011-01960-5118_main-600x600.png,"l, m","navy, navy",https://www.scout.mk/product/ultimate-comfort-so-hooded-jacket-women-1011-01960/,14990,14990,МКД,zenski
VONNAN GRAPHIC T W,Женска спортска маица,https://www.scout.mk/wp-content/uploads/2025/02/A62317-1388.jpg,"l, m, s","grey, grey, grey",https://www.scout.mk/product/vonnan-graphic-t-w/,2790,2790,МКД,zenski
W FINGAL VII,"Функционална Маица
Изработена од многу лесен и растеглив материал",https://www.scout.mk/wp-content/uploads/2023/05/RWT278_9B8_P_1-600x600.jpg,16,berry,https://www.scout.mk/product/womens-fingal-vii-rwt278/,1290,1290,МКД,zenski
W LOKKA FLANNEL LS SHIRT,"Фланел кошула од органски памук, совршена како среден слој за секакви временски услови",https://www.scout.mk/wp-content/uploads/2023/12/62801_498-600x600.jpg,"l, m, s","lime, lime, lime",https://www.scout.mk/product/w-lokka-flannel-ls-sht-62801_498/,6790,6790,МКД,zenski
W SKOG GRAPHIC TEE,Маица со лого од органски памук,https://www.scout.mk/wp-content/uploads/2025/02/63083-049.jpg,"l, m, s","blue, white, white",https://www.scout.mk/product/w-skog-graphic-tee/,2790,2790,МКД,zenski
Wanaka Stretch Pt Ii W MIV8646,"Технички Ултра лесни панталони
четиринасочно растегливи
87% полиестер 13% еластин",https://www.scout.mk/wp-content/uploads/2022/04/miv8646-0247-Copy-600x600.jpg,"36, 38, 40, 40","black, black, navy, navy",https://www.scout.mk/product/wanaka-stretch-pt-ii-w-miv8646/,5790,5790,МКД,zenski
Wanaka Stretch Short Ii W MIV8648,"Технички Ултра лесни бермуди
четиринасочно растегливи
87% полиестер 13% еластин",https://www.scout.mk/wp-content/uploads/2022/04/miv8648-0247-Copy-600x600.jpg,38,black,https://www.scout.mk/product/wanaka-stretch-short-ii-w-miv8648/,3890,3890,МКД,zenski
WILD FLOWER W,"Маица
Изработена од 100% органски памук",https://www.scout.mk/wp-content/uploads/2022/05/1808361_1246_A010-600x600.jpg,m,red,https://www.scout.mk/product/wild-flower-t-w-1808361/,2290,2290,МКД,zenski
WINTER HIKING SO PANTS W,"Панталони погодни за различни аутдор активности, Топли, дишливи,ветроодбивни од растеглив материјал со дополнителни странични патенти за вентилација",https://www.scout.mk/wp-content/uploads/2022/12/1021-00320-0001_main-600x600.png,"36, 40","black, black",https://www.scout.mk/product/winter-hiking-so-pants-women-1021-00320/,10990,10990,МКД,zenski
WISPER INS JKT W,"Полнета Хардшел Јакна
Екстра топлотна изолација
Водоотпорност: 20.000mm
Дишливост: 15.000 g/m²/24h",https://www.scout.mk/wp-content/uploads/2022/10/1111592_1010_A020-600x600.png,m,navy,https://www.scout.mk/product/wisper-ins-jkt-w-1111592/,16990,16990,МКД,zenski
WISPER INS JKT W,"Женска јакна
Водоотпорна, ветероотпорна",https://www.scout.mk/wp-content/uploads/2025/02/A61893-.jpg,"l, s","grey, grey",https://www.scout.mk/product/wisper-ins-jkt-w/,14790,14790,МКД,zenski
WM DAY HIKE TRS IV,Женски спортски стреч панталони,https://www.scout.mk/wp-content/uploads/2025/02/Web-version-RMJ247_B3N_P_A.jpg,"12, 14, 16, 18","navy, navy, navy, navy",https://www.scout.mk/product/wm-day-hike-trs-iv/,5290,5290,МКД,zenski
WM FINGAL EDITION,Женска спортска маица од лесен материјал,https://www.scout.mk/wp-content/uploads/2025/02/RWT231-07T.jpg,"10, 10, 12, 12, 14, 14, 16, 16, 8","blue, blue, blue, blue, blue, bordeaux, bordeaux, bordeaux, bordeaux",https://www.scout.mk/product/wm-fingal-edition/,1490,1490,МКД,zenski
WMN HGH STCH PD JKT IV,Јакна,https://www.scout.mk/wp-content/uploads/2024/12/RWP397-800.jpg,"10, 12, 16","violet, violet, violet",https://www.scout.mk/product/wmnhghstchpdjktiv-w-rwp397/,8590,8590,МКД,zenski
WMN HILL PK B/WII,Елек,https://www.scout.mk/wp-content/uploads/2024/12/RWB134-800.jpg,"12, 12, 14","bordeaux, navy, navy",https://www.scout.mk/product/wmnhillpkb-wii-w-rwb134/,3390,3390,МКД,zenski
WMN HILLPACK II,Јакна,https://www.scout.mk/wp-content/uploads/2024/12/RWN297-16E.jpg,"10, 12, 14","pink, pink, pink",https://www.scout.mk/product/wmnhillpackii-w-rwn297/,3690,3690,МКД,zenski
WMNS AREC III,Женска спортска јакна софтшел,https://www.scout.mk/wp-content/uploads/2025/02/RWL217-8001.jpg,"10, 12, 14","black, black, black",https://www.scout.mk/product/wmn-sarec-iii/,4590,4590,МКД,zenski
WMS ANDRESON VIII,"Спортска Женска Jакна
Топлинска изолација
Водоотпорна и ветероотпорна",https://www.scout.mk/wp-content/uploads/2025/02/RWN275-X8Z10.jpg,"10, 12","red, red",https://www.scout.mk/product/wms-andreson-viii/,4590,4590,МКД,zenski
WMS NEW HILL,Флис,https://www.scout.mk/wp-content/uploads/2024/12/RWA596-YAN.jpg,"10, 10, 12, 12, 14, 14, 16, 16","sky, sky, sky, sky, violet, violet, violet, violet",https://www.scout.mk/product/wmsnewhill-w-rwa596/,4290,4290,МКД,zenski
WMS PACK IT O/TRS,"Надпанталони
Водоотпорни и ветероотпорни
Водоотпорност: 5.000 mm
Дишливост: 5.000 > g/m²/24h
Се пакуваат во мала торбичка",https://www.scout.mk/wp-content/uploads/2023/05/RWW158_800_P_-600x600.jpg,"l, s","black, black",https://www.scout.mk/product/wms-pack-it-o-trs-rww158/,2190,2190,МКД,zenski
Woman 3/4 Tights 3C88376T,"Мултифункционални стреч 3/4 бермуди, брзосушечки и изработени од полиестер и еластин",https://www.scout.mk/wp-content/uploads/2023/04/3C88376T_20ML_A-3-600x600.jpg,"36, 38, 40","blue, blue, blue",https://www.scout.mk/product/woman-3-4-tights-3c88376t/,2190,2190,МКД,zenski
Woman Bermuda 30T6666,"Бермуди
Изработени од четиринасоно растеглив рип-стоп материјал со УВ30 заштита",https://www.scout.mk/wp-content/uploads/2021/07/30T6666_U423-600x600.jpg,42,grey,https://www.scout.mk/product/woman-bermuda-30t6666/,3990,3990,МКД,zenski
Woman Bermuda 33T5486,"Бермуди, брзосушечки и четиринасочно растегливи, со УВ 22",https://www.scout.mk/wp-content/uploads/2023/04/33T5486_L430_A-600x600.png,"38, 40, 42","black, black, black",https://www.scout.mk/product/woman-bermuda-33t5486/,3490,3490,МКД,zenski
Woman Bermuda 33T5486,"Бермуди, брзосушечки и четиринасочно растегливи, со УВ 22",https://www.scout.mk/wp-content/uploads/2024/04/33T5486_E452_A-4.png,"36, 36, 38, 38, 40, 40, 42","black, black, black, black, green, green, green",https://www.scout.mk/product/woman-bermuda-33t5486-2/,3490,3490,МКД,zenski
Woman Bermuda 3T58666,"Бермуди, четиринасочно растегливи и изработени од полиестер и еластин",https://www.scout.mk/wp-content/uploads/2021/02/3T58666_B880_A-600x600.jpg,"36, 36","blue, turquoise",https://www.scout.mk/product/woman-bermuda-3t58666/,3490,3490,МКД,zenski
Woman Co T-Shirt 39T5676P,"Маичка од антибактериски материјал со технологија Dry Function, која помага да се отстрани потта и го одржува природното регулирање на температурата на телото.",https://www.scout.mk/wp-content/uploads/2024/04/39T5676P_B504_A.png,40,blue,https://www.scout.mk/product/woman-co-t-shirt-39t5676p/,790,790,МКД,zenski
Woman Fleece Hat 6505704,Женска трака за глава од флис,https://www.scout.mk/wp-content/uploads/2022/12/6505704_A143_A-600x600.png,,violet,https://www.scout.mk/product/woman-fleece-hat-6505704/,690,690,МКД,zenski
Woman Fleece Hat 6505704,Класично капче направено од полар и достапно во различни нијанси. Совршено за постудените денови.,https://www.scout.mk/wp-content/uploads/2024/02/6505704_A143_A-1-600x600.png,"u, u, u, u","blue, orange, pink, white",https://www.scout.mk/product/woman-fleece-hat-6505704-2/,890,890,МКД,zenski
Woman Fleece Headband 6534000,Женска трака за глава од флис,https://www.scout.mk/wp-content/uploads/2022/12/6534000_A143_A-600x600.png,,"black, orange",https://www.scout.mk/product/woman-fleece-headband-6534000/,690,690,МКД,zenski
Woman Hat 6505501,Флис капа,https://www.scout.mk/wp-content/uploads/2022/12/6505501_B870_A-600x600.png,"36, 36","blue, turquoise",https://www.scout.mk/product/woman-hat-6505501/,1090,1090,МКД,zenski
Woman Hat 6505722,Капа,https://www.scout.mk/wp-content/uploads/2024/04/6505722_A425_A.png,"u, u","blue, pink",https://www.scout.mk/product/woman-hat-6505722/,1190,1190,МКД,zenski
Woman Jacket 30G7486,"Флис
Високо дишлив и топол полар",https://www.scout.mk/wp-content/uploads/2022/12/30G7486_B870_A-600x600.png,"38, 40","pink, pink",https://www.scout.mk/product/woman-jacket-30g7486/,3490,3490,МКД,zenski
Woman Jacket 30H5866,"Флис без капуњача
Тенок, изработен од плетен полиестер",https://www.scout.mk/wp-content/uploads/2023/04/30H5866_24CN_A-600x600.png,"36, 40, 42","blue, blue, blue",https://www.scout.mk/product/woman-jacket-30h5866/,3490,3490,МКД,zenski
Woman Jacket 30H5866,"Флис без капуљача
Тенок, изработен од плетен полиестер",https://www.scout.mk/wp-content/uploads/2024/04/30H5866_19ER_A-9.png,"36, 38, 38, 40, 40, 42, 42","green, green, green, pink, pink, pink, pink",https://www.scout.mk/product/woman-jacket-30h5866-2/,3490,3490,МКД,zenski
WOMAN JACKET 38P1536,Женски полар,https://www.scout.mk/wp-content/uploads/2023/11/38P1536_M813_A-600x600.png,"d36, d38, d40, d40","blue, blue, pink, pink",https://www.scout.mk/product/woman-jacket-38p1536/,3990,3990,МКД,zenski
Woman Jacket 3C46776T,"Јакна шушкавец
Водоодбивна и ветероодбивна
се пакува во еден од џебовите",https://www.scout.mk/wp-content/uploads/2023/04/3C46776T_L430_A-600x600.png,"38, 38, 40, 42, 44","black, black, black, black, turquoise",https://www.scout.mk/product/woman-jacket-3c46776t/,4190,4190,МКД,zenski
Woman Jacket 3C46776T,Јакна шушкавец со практична опција за пакување во еден од џебовите,https://www.scout.mk/wp-content/uploads/2024/04/3C46776T_L607_A.png,"36, 36, 38, 38, 40, 42","black, black, black, black, blue, blue",https://www.scout.mk/product/woman-jacket-3c46776t-2/,4190,4190,МКД,zenski
Woman Jacket 3H14746,"Плетен Флис
Високо дишлив и топол",https://www.scout.mk/wp-content/uploads/2022/12/3H14746_02EM_A-600x600.png,"40, d36, d38, d40, d42","blue, grey, grey, grey, grey, turquoise",https://www.scout.mk/product/woman-jacket-3h14746/,3690,3690,МКД,zenski
Woman Jacket Fix Hood 30H5856,"Флис со капуњача
Тенок, изработен од плетен полиестер",https://www.scout.mk/wp-content/uploads/2023/04/30H5856_33LN_A-600x600.png,"38, 44","blue, blue",https://www.scout.mk/product/woman-jacket-fix-hood-30h5856/,4190,4190,МКД,zenski
Woman Jacket Fix Hood 33H1966,Плетен филс со дезен,https://www.scout.mk/wp-content/uploads/2024/02/33H1966_13YP_A-4-600x600.png,d40,red,https://www.scout.mk/product/woman-jacket-fix-hood-33h1966/,5190,5190,МКД,zenski
Woman Jacket Fix Hood 33K1656,Женска полнета јакна со капуљача,https://www.scout.mk/wp-content/uploads/2024/02/33K1656_C919_A-5-600x600.png,"d36, d38, d38, d40, d40, d42","blue, blue, red, red, red, red",https://www.scout.mk/product/woman-jacket-fix-hood-33k1656/,6590,6590,МКД,zenski
Woman Jacket Fix Hood 38P1546,Женски флис со висока крагња и капуљача,https://www.scout.mk/wp-content/uploads/2024/02/38P1546_C919_A-4-600x600.png,"d36, d36, d38, d38, d40","blue, blue, red, red, red",https://www.scout.mk/product/woman-jacket-fix-hood-38p1546/,4490,4490,МКД,zenski
WOMAN JACKET FIX HOOD DETACHBLE INN.JACKET,"Женска јакна 3 во 1, внатрешноста е изработена од поларен флис
Горниот дел се отстранува
Водоотпорна и ветероотпорна",https://www.scout.mk/wp-content/uploads/2025/02/32Z1436D_H907_A-3.png,"d36, d38, d38, d40, d40, d42","bordeaux, bordeaux, grey, grey, grey, grey",https://www.scout.mk/product/woman-jacket-fix-hood-detachble-inn-jacket/,7390,7390,МКД,zenski
Woman Jacket Fix Hood Hybrid 32E4296,"Хибрид Јакна / Комбинација на софтшел и полнети делови
Полнета со вештачко полнење на осетливите делови од телото",https://www.scout.mk/wp-content/uploads/2022/12/32E4296_M916_A-600x600.png,40,grey,https://www.scout.mk/product/woman-jacket-fix-hood-hybrid-32e4296/,5490,5490,МКД,zenski
Woman Jacket Hybrid Fix Hood 32H2026,"Хибрид Јакна / Комбинација на плетен флис и полнети делови
Полнета со вештачко полнење на осетливите делови од телото",https://www.scout.mk/wp-content/uploads/2022/12/32H2026_A143_A-600x600.png,"38, 40, 40","stilston, stilston, turquoise",https://www.scout.mk/product/woman-jacket-hybrid-fix-hood-32h2026/,5490,5490,МКД,zenski
WOMAN JACKET HYBRID FIX HOOD 33H1876,Женска хибридна јакна со капуљача,https://www.scout.mk/wp-content/uploads/2023/11/33H1876_U901_A-600x600.png,"d36, d36, d36, d38, d38, d38, d40, d40, d40, d42, d42, d42, d44, d44, d46, d46, d48","black, black, black, black, black, black, black, pink, pink, pink, pink, pink, pink, white, white, white, white",https://www.scout.mk/product/woman-jacket-hybrid-fix-hood-33h1876/,5990,5990,МКД,zenski
Woman Jacket Zip Hood 33Z5026,"Хардшел Јакна,
Ветроодбивна и водоотпорна јакна. Водоотпорност 10 000WP Дишливост 4 000g/m2/24h",https://www.scout.mk/wp-content/uploads/2023/04/33Z5026_M916_A-600x600.png,36,turquoise,https://www.scout.mk/product/woman-jacket-zip-hood-33z5026/,5990,5990,МКД,zenski
Woman Jacket Zip Hood 34Z5116,"Јакна дизајнирана за секакви авантури на отворено при неповолни временски услови. Водоотпорна и дишлива (10.000, MVP 4.000) со целосно залепени шавови и водоотпорни патенти за заштита од временските услови.",https://www.scout.mk/wp-content/uploads/2024/04/34Z5116_E452_A-5.png,"36, 40","blue, blue",https://www.scout.mk/product/woman-jacket-zip-hood-34z5116/,5490,5490,МКД,zenski
Woman Jacket Zip Hood 39A5006,"Водоотпорна Софтшел Јакна
Изработена од средно дебел софтшел материјал
Водоотпорност: 7.000mm
Дишливост: 1.000mm",https://www.scout.mk/wp-content/uploads/2022/12/39A5006_22UM_A-600x600.png,"36, 38, d36, d38, d38, d40, d40","blue, blue, blue, blue, pink, pink, pink, red, red, red",https://www.scout.mk/product/woman-jacket-zip-hood-39a5006/,4990,4990,МКД,zenski
Woman Jacket Zip Hood 39A5016,"Водоотпорна Софтшел Јакна
Изработена од лесен софтшел материјал
Водоотпорност: 8.000mm
Дишливост: 3.000mm",https://www.scout.mk/wp-content/uploads/2023/04/39A5016_00UN_A-600x600.png,"36, 40","turquoise, turquoise",https://www.scout.mk/product/woman-jacket-zip-hood-39a5016/,5590,5590,МКД,zenski
Woman Jacket Zip Hood 39A5016,"Водоотпорна Софтшел Јакна
Изработена од лесен софтшел материјал
Водоотпорност: 8.000mm
Дишливост: 3.000mm",https://www.scout.mk/wp-content/uploads/2024/04/39A5016_B557_A.png,"36, 38, 38","green, green, pink",https://www.scout.mk/product/woman-jacket-zip-hood-39a5016-2/,3913,5590,МКД,zenski
Woman Jacket Zip Hood 39A5016M,Женска софтшел јакна (180g/m) со средна дебелина и капуљача на вадење,https://www.scout.mk/wp-content/uploads/2024/04/39A5016M_00LR_A.png,"36, 38, 38, 40, 42, 44","blue, blue, pink, pink, pink, pink",https://www.scout.mk/product/woman-jacket-zip-hood-39a5016m-2/,5590,5590,МКД,zenski
Woman Jacket Zip Hood Detachble Inn.Jacket 32Z1436D,"Јакна 3во1
Составена од водоотпорен Hardshell со целосно залепени шавови
Водоотпорност: 5.000mm
Дишливост:3.000mm
Внатрешен топол и дишлив плетен флис",https://www.scout.mk/wp-content/uploads/2022/12/32Z1436D_B870_A-600x600.png,"38, 40, 46, d38, d42","blue, blue, blue, grey, grey, pink, pink",https://www.scout.mk/product/woman-jacket-zip-hood-detachble-inn-jacket-32z1436d/,7390,7390,МКД,zenski
